Member,First Name,Last Name,Chamber,Party,State / District,Link,URL,Deadline,Comment,Submitted,Past Caucus Signatory,Caucus,Appropriator,Authorizer,NASA Center,Priority Ranking
Marc Veasey,Marc,Veasey,House,Democrat,TX-33,link,https://docs.google.com/forms/d/e/1FAIpQLSfagUyDVDueGI7suJNQboS4b4fclT_qifHs8ZWAP0k0vdjCnQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Vicente Gonzalez,Vicente,Gonzalez,House,Democrat,TX-34,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmPl28iQsjIRMibNPh25El4pUN0FNODVKVFhYS1FKVEw0T1BWMUdPMElPTS4u&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmPl28iQsjIRMibNPh25El4pUN0FNODVKVFhYS1FKVEw0T1BWMUdPMElPTS4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Greg Casar,Greg,Casar,House,Democrat,TX-35,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lloyd Doggett,Lloyd,Doggett,House,Democrat,TX-37,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Wesley Hunt,Wesley,Hunt,House,Republican,TX-38,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Pat Fallon,Pat,Fallon,House,Republican,TX-4,link,https://docs.google.com/forms/d/e/1FAIpQLSeZmAHNI1ZzJ9ttXgC3Pc0peQo20z6xRFZMU5X9Zs7Ob3DoPg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lance Gooden,Lance,Gooden,House,Republican,TX-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jake Ellzey,Jake,Ellzey,House,Republican,TX-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lizzie Fletcher,Lizzie,Fletcher,House,Democrat,TX-7,link,https://docs.google.com/forms/d/e/1FAIpQLSdBIqRS0gHHuHOVj24rKcA9vXrtNa9p5zK7dnXc81Gpp5P89w/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Morgan Luttrell,Morgan,Luttrell,House,Republican,TX-8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Al Green,Al,Green,House,Democrat,TX-9,https://algreen.house.gov/services/appropriations-request-fy27,https://algreen.house.gov/services/appropriations-request-fy27,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Lee,Mike,Lee,Senate,Republican,UT,,,,does not accept appropriations requests,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Blake Moore,Blake,Moore,House,Republican,UT-1,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmAhsM-5pXp5Otoy-CDGuY8ZUNE1JQ0pOVkFOU1ZERUVDV1NOUU80UVo5VC4u,3/16/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Celeste Maloy,Celeste,Maloy,House,Republican,UT-2,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmPaJ-e91fsdFnZj2f5xEszZURExCS0IxRzhERTNMQk5JN0UwWjM2VTY3SC4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Burgess Owens,Burgess,Owens,House,Republican,UT-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rob Wittman,Rob,Wittman,House,Republican,VA-1,link,https://docs.google.com/forms/d/1VvGnt_hOTmDXRImyaKvJJ_Sadh2cEQ_d32fNcf4c56Q/viewform?edit_requested=true,2/17/2026,(form still open),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
James Walkinshaw,James,Walkinshaw,House,Democrat,VA-11,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jen Kiggans,Jen,Kiggans,House,Republican,VA-2,link,https://docs.google.com/forms/d/e/1FAIpQLSeBgOGRb1t6aEcm5fuoodc7ho5iaz7YFjszkM3OWyrQpJAdXw/viewform,3/2/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jenn McClellan,Jenn,McClellan,House,Democrat,VA-4,link,https://docs.google.com/forms/d/e/1FAIpQLSd6Qty1C5p66y3eF2GhFHvLhT6K7Y5q-yC71fObLydCduqPCQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John McGuire,John,McGuire,House,Republican,VA-5,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmMm3Rc3KDx9Or8RI2ISGRFFUNDhKQkFIRUNBTUtWOFpHWEpIQ0VSWUExTCQlQCN0PWcu&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Eugene Vindman,Eugene,Vindman,House,Democrat,VA-7,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmGZyYAuuJqpBhz_OM2crE9BUQlVIM0pJWFE5TDBZMFc1NTk4MUxYWTcwSy4u,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmGZyYAuuJqpBhz_OM2crE9BUQlVIM0pJWFE5TDBZMFc1NTk4MUxYWTcwSy4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Morgan Griffith,Morgan,Griffith,House,Republican,VA-9,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bernie Sanders,Bernie,Sanders,Senate,Independent,VT,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Peter Welch,Peter,Welch,Senate,Democrat,VT,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Becca Balint,Becca,Balint,House,Democrat,VT-00,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmDYmZXvAUBJNiXKlOoM-Pg9UN1NaSTI2MVZVTjZZWjZGM1NISjNOMUpJMS4u,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Patty Murray,Patty,Murray,Senate,Democrat,WA,,,,"Email appropriations@murray.senate.gov to request the ""programmatic requests"" form",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Suzan DelBene,Suzan,DelBene,House,Democrat,WA-1,https://airtable.com/appR3NWaxK0ivfjBs/paglDURLxWfStQ5FO/form,https://airtable.com/appR3NWaxK0ivfjBs/paglDURLxWfStQ5FO/form,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Marilyn Strickland,Marilyn,Strickland,House,Democrat,WA-10,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmPMvdqqQrj5Duum-w208fZJUMERWTVhYVk1LV1JZNVNaTFVRNEtSSEJPNi4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rick Larsen,Rick,Larsen,House,Democrat,WA-2,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmGOHZtUbin5MjeSqUoAf4AhUOEQyNjdLRkgwRzQ2OVNaWVlSTTU0TVhFRyQlQCN0PWcu&embed=true,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Marie Gluesenkamp Perez,Marie,Gluesenkamp Perez,House,Democrat,WA-3,link,https://docs.google.com/forms/d/e/1FAIpQLSdC8nLwYhZauks4oZ4mcynAvbvd47zhS7Jx-QSfd5dQjrN4Ug/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dan Newhouse,Dan,Newhouse,House,Republican,WA-4,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmIcAAO-TVQVKgYHH_RrVaIdUNkM4Sk8xUThUNk1ITkVGQ04xSUg0S1VDRiQlQCN0PWcu,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michael Baumgartner,Michael,Baumgartner,House,Republican,WA-5,https://docs.google.com/forms/d/e/1FAIpQLSfdfqU89vLY6MogzL2rOx-bfCz-FWCtJt8TpWktsafjVj8X9A/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfdfqU89vLY6MogzL2rOx-bfCz-FWCtJt8TpWktsafjVj8X9A/viewform,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Emily Randall,Emily,Randall,House,Democrat,WA-6,link,https://airtable.com/apph0wPbPCDKWwpon/shrbIcjbCU62tXb0m,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Pramila Jayapal,Pramila,Jayapal,House,Democrat,WA-7,link,https://docs.google.com/forms/d/e/1FAIpQLSeX0I0B3RrstnD2wpVJryctp-YZRl7wAXRo5GboNrFIoNBvtA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kim Schrier,Kim,Schrier,House,Democrat,WA-8,https://airtable.com/appOL0Q11OvNsWEiG/pagch5dNPA4yeBsHL/form,https://airtable.com/appOL0Q11OvNsWEiG/pagch5dNPA4yeBsHL/form,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ron Johnson,Ron,Johnson,Senate,Republican,WI,,,,does not accept appropriations requests,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bryan Steil,Bryan,Steil,House,Republican,WI-1,,mailto:daniel.hess@mail.house.gov,TBD,Email daniel.hess@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mark Pocan,Mark,Pocan,House,Democrat,WI-2,link,https://docs.google.com/forms/d/e/1FAIpQLSd2aM9Yu1iaVJnect1ovdO8eQfy8W-HrQCauQZcM7XMMhsbBw/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Derrick Van Orden,Derrick,Van Orden,House,Republican,WI-3,,,TBD,Email Clare.Case@mail.house.gov and Clark.Agnew@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Gwen Moore,Gwen,Moore,House,Democrat,WI-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Scott Fitzgerald,Scott,Fitzgerald,House,Republican,WI-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Glenn Grothman,Glenn,Grothman,House,Republican,WI-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Tiffany,Tom,Tiffany,House,Republican,WI-7,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tony Wied,Tony,Wied,House,Republican,WI-8,link,https://wied.house.gov/services/fy27-appropriations-request-form,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Justice,Jim,Justice,Senate,Republican,WV,,,,Not yet available for FY27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Carol Miller,Carol,Miller,House,Republican,WV-1,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmEnLcLnmAjBDoENk7Kgv3hdURjJBMjZFNE5UUTRHQVI5QzZES0U2WjlTMS4u&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmEnLcLnmAjBDoENk7Kgv3hdURjJBMjZFNE5UUTRHQVI5QzZES0U2WjlTMS4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Barrasso,John,Barrasso,Senate,Republican,WY,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Harriet Hageman,Harriet,Hageman,House,Republican,WY-00,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
